utt_id,session,pass,item_id,item_type,script_text,verbatim_text,was_corrected,wav_path,duration_sec
s02_C_creak_C014,s02,C_creak,C014,command,Convert eighty degrees Fahrenheit to Celsius.,Convert eighty degrees Fahrenheit to Celsius.,False,data/split/s02_C_creak_C014.wav,4.92
s02_C_creak_C015,s02,C_creak,C015,command,Skip to the next song.,Skip to the next song.,False,data/split/s02_C_creak_C015.wav,1.76
s02_C_creak_C016,s02,C_creak,C016,command,What's the score of the Mets game?,What's the score of the Mets game?,False,data/split/s02_C_creak_C016.wav,2.15
s02_C_creak_C017,s02,C_creak,C017,command,Set an alarm for six forty-five.,Set an alarm for six forty-five.,False,data/split/s02_C_creak_C017.wav,2.22
s02_C_creak_C018,s02,C_creak,C018,command,Find a ramen place open past midnight.,Find a ramen place open past midnight.,False,data/split/s02_C_creak_C018.wav,2.9
s02_C_creak_C019,s02,C_creak,C019,command,Read my last message from Anjali.,Read my last message from Anjali.,False,data/split/s02_C_creak_C019.wav,2.72
s02_C_creak_C020,s02,C_creak,C020,command,How do you say thank you in Japanese?,How do you say thank you in Japanese?,False,data/split/s02_C_creak_C020.wav,2.65
s02_C_creak_C021,s02,C_creak,C021,command,Start a workout on my watch.,Start a workout on my watch.,False,data/split/s02_C_creak_C021.wav,2.36
s02_C_creak_C022,s02,C_creak,C022,command,Cancel my reminder about the dentist.,Cancel my reminder about the dentist.,False,data/split/s02_C_creak_C022.wav,2.86
s02_C_creak_C023,s02,C_creak,C023,command,Take a note about the pitch analysis.,Take a note about the pitch analysis.,False,data/split/s02_C_creak_C023.wav,2.53
s02_C_creak_C024,s02,C_creak,C024,command,What is twenty percent of forty-three dollars?,What is twenty percent of forty-three dollars?,False,data/split/s02_C_creak_C024.wav,2.81
s02_C_creak_C025,s02,C_creak,C025,command,Turn the volume down a little.,Turn the volume down a little.,False,data/split/s02_C_creak_C025.wav,1.29
s02_C_creak_C026,s02,C_creak,C026,command,Open the Praat documentation in Safari.,Open the Praat documentation in Safari.,True,data/split/s02_C_creak_C026.wav,3.08
s02_C_creak_C027,s02,C_creak,C027,command,Schedule a meeting for Friday afternoon.,Schedule a meeting for Friday afternoon.,False,data/split/s02_C_creak_C027.wav,2.83
s02_C_creak_C028,s02,C_creak,C028,command,Is it going to rain this evening?,Is it going to rain this evening?,False,data/split/s02_C_creak_C028.wav,2.7
s02_C_creak_C029,s02,C_creak,C029,command,Play something quiet while I study.,Play something quiet while I study.,False,data/split/s02_C_creak_C029.wav,2.4
s02_C_creak_C030,s02,C_creak,C030,command,Delete the last voice memo.,Delete the last voice memo.,False,data/split/s02_C_creak_C030.wav,2.43
s02_C_creak_C031,s02,C_creak,C031,command,What's the fastest way to Morningside Heights?,What's the fastest way to Morningside Heights?,False,data/split/s02_C_creak_C031.wav,3.02
s02_C_creak_C032,s02,C_creak,C032,command,Add a wisteria trellis to my shopping list.,Add a wisteria trellis to my shopping list.,False,data/split/s02_C_creak_C032.wav,2.84
s02_C_creak_C033,s02,C_creak,C033,command,Tell me a joke about linguists.,Tell me a joke about linguists.,False,data/split/s02_C_creak_C033.wav,2.23
s02_C_creak_C034,s02,C_creak,C034,command,Show me photos from Cape Cod.,Show me photos from Cape Cod.,False,data/split/s02_C_creak_C034.wav,2.33
s02_C_creak_C035,s02,C_creak,C035,command,How many days until September first?,How many days until September first?,False,data/split/s02_C_creak_C035.wav,2.47
s02_C_creak_C036,s02,C_creak,C036,command,Turn on do not disturb until noon.,Turn on do not disturb until noon.,False,data/split/s02_C_creak_C036.wav,2.68
s02_C_creak_C037,s02,C_creak,C037,command,Where is the nearest pharmacy?,Where is the nearest pharmacy?,False,data/split/s02_C_creak_C037.wav,2.14
s02_C_creak_C038,s02,C_creak,C038,command,Email the lab about the annotation deadline.,Mail the lab about the annotation deadline.,True,data/split/s02_C_creak_C038.wav,1.99
s02_C_creak_C039,s02,C_creak,C039,command,What's on my agenda this morning?,What's on my agenda this morning?,False,data/split/s02_C_creak_C039.wav,1.99
s02_C_creak_C040,s02,C_creak,C040,command,Play white noise for thirty minutes.,Play white noise for thirty minutes.,False,data/split/s02_C_creak_C040.wav,2.38
s02_C_creak_D001,s02,C_creak,D001,declarative,The old bridge groaned under the weight of the truck.,The old bridge groaned under the weight of the truck.,False,data/split/s02_C_creak_D001.wav,3.12
s02_C_creak_D002,s02,C_creak,D002,declarative,She poured the vinegar into a shallow glass dish.,She poured the vinegar into a shallow glass dish.,False,data/split/s02_C_creak_D002.wav,3.58
s02_C_creak_D003,s02,C_creak,D003,declarative,Seven zebras wandered across the dusty road.,Seven zebras wandered across the dusty road.,False,data/split/s02_C_creak_D003.wav,3.08
s02_C_creak_D004,s02,C_creak,D004,declarative,My grandmother kept her thimbles in a wooden box.,My grandmother kept her thimbles in a wooden box.,False,data/split/s02_C_creak_D004.wav,3.1
s02_C_creak_D005,s02,C_creak,D005,declarative,The judge asked for silence in the crowded room.,The judge asked for silence in the crowded room.,False,data/split/s02_C_creak_D005.wav,2.87
s02_C_creak_D006,s02,C_creak,D006,declarative,Thick fog settled over the harbor before dawn.,Thick fog settled over the harbor before dawn.,False,data/split/s02_C_creak_D006.wav,2.86
s02_C_creak_D007,s02,C_creak,D007,declarative,He measured the flour twice and still got it wrong.,He measured the flour twice and still got it wrong.,False,data/split/s02_C_creak_D007.wav,3.02
s02_C_creak_D008,s02,C_creak,D008,declarative,Purple thistles grew along the railway embankment.,Purple thistles grew along the railway embankment.,False,data/split/s02_C_creak_D008.wav,3.49
s02_C_creak_D009,s02,C_creak,D009,declarative,The choir rehearsed the same passage eleven times.,The choir rehearsed the same passage eleven times.,False,data/split/s02_C_creak_D009.wav,3.32
s02_C_creak_D010,s02,C_creak,D010,declarative,A single moth circled the porch light all evening.,A single moth circled the porch light all evening.,False,data/split/s02_C_creak_D010.wav,3.5
s02_C_creak_D011,s02,C_creak,D011,declarative,They shipped the equipment in reinforced crates.,They shipped the equipment in reinforced crate.,True,data/split/s02_C_creak_D011.wav,3.46
s02_C_creak_D012,s02,C_creak,D012,declarative,The tide pulled the small boat toward the rocks.,The tide pulled the small boat towards the rocks.,True,data/split/s02_C_creak_D012.wav,2.96
s02_C_creak_D013,s02,C_creak,D013,declarative,Cinnamon and cloves filled the kitchen with warmth.,Cinnamon and cloves filled the kitchen with warmth.,False,data/split/s02_C_creak_D013.wav,3.13
s02_C_creak_D014,s02,C_creak,D014,declarative,Nobody remembered who had locked the back door.,Nobody remembered who had locked the back door.,False,data/split/s02_C_creak_D014.wav,3.4
s02_C_creak_D015,s02,C_creak,D015,declarative,The librarian stamped each card with quiet precision.,The librarian stamped each card with quiet precision.,False,data/split/s02_C_creak_D015.wav,3.3
s02_C_creak_D016,s02,C_creak,D016,declarative,Wet leaves clogged the gutter above the window.,Wet leaves clogged the gutter above the window.,False,data/split/s02_C_creak_D016.wav,3.1
s02_C_creak_D017,s02,C_creak,D017,declarative,I bought a secondhand bicycle for forty dollars.,I bought a secondhand bicycle for forty dollars.,False,data/split/s02_C_creak_D017.wav,2.57
s02_C_creak_D018,s02,C_creak,D018,declarative,The mountain village looked empty in the photograph.,The mountain village looked empty in the photograph.,False,data/split/s02_C_creak_D018.wav,2.86
s02_C_creak_D019,s02,C_creak,D019,declarative,Three sparrows fought over a crust of bread.,Three sparrows fought over a crust of bread.,False,data/split/s02_C_creak_D019.wav,2.99
s02_C_creak_D020,s02,C_creak,D020,declarative,His youngest brother plays trumpet in the marching band.,His youngest brother plays trumpet in the marching band.,False,data/split/s02_C_creak_D020.wav,3.29
s02_C_creak_D021,s02,C_creak,D021,declarative,"The recipe called for saffron, which we could not find.","The recipe called for saffron, which we could not find.",False,data/split/s02_C_creak_D021.wav,3.63
s02_C_creak_D022,s02,C_creak,D022,declarative,Snow buried the fence posts by early January.,Snow buried the fence posts by early January.,False,data/split/s02_C_creak_D022.wav,3.53
s02_C_creak_D023,s02,C_creak,D023,declarative,She wrote the whole essay on a borrowed laptop.,She wrote the whole essay on a borrowed laptop.,False,data/split/s02_C_creak_D023.wav,3.1
s02_C_creak_D024,s02,C_creak,D024,declarative,The engine coughed once and then went silent.,The engine coughed once and then went silent.,False,data/split/s02_C_creak_D024.wav,3.26
s02_C_creak_D025,s02,C_creak,D025,declarative,Amber light spilled across the polished floorboards.,Amber light spilled across the polished floorboards.,False,data/split/s02_C_creak_D025.wav,3.34
s02_C_creak_D026,s02,C_creak,D026,declarative,We watched the storm move east across the valley.,We watched the storm move east across the valley.,False,data/split/s02_C_creak_D026.wav,2.68
s02_C_creak_D027,s02,C_creak,D027,declarative,The tailor pinned the hem with practiced fingers.,Int the tailor pinned the hem with practiced fingers.,True,data/split/s02_C_creak_D027.wav,3.77
s02_C_creak_D028,s02,C_creak,D028,declarative,Salt crusted the windows of the beach house.,Salt crusted the windows of the beach house.,False,data/split/s02_C_creak_D028.wav,3.0
s02_C_creak_D029,s02,C_creak,D029,declarative,Their apartment smelled faintly of turpentine.,Their apartment smelled faintly of turpentine.,False,data/split/s02_C_creak_D029.wav,2.98
s02_C_creak_D030,s02,C_creak,D030,declarative,A heron stood motionless at the edge of the pond.,A heron stood motionless at the edge of the pond.,False,data/split/s02_C_creak_D030.wav,3.3
s02_C_creak_D031,s02,C_creak,D031,declarative,The clock in the hallway runs about four minutes fast.,The clock in the hallway runs about four minutes fast.,False,data/split/s02_C_creak_D031.wav,3.58
s02_C_creak_D032,s02,C_creak,D032,declarative,He folded the newspaper and set it on the table.,He folded the newspaper and set it on the table.,False,data/split/s02_C_creak_D032.wav,3.2
s02_C_creak_D033,s02,C_creak,D033,declarative,Bright green algae covered the surface of the water.,Bright green algae covered the surface of the water.,False,data/split/s02_C_creak_D033.wav,3.64
s02_C_creak_D034,s02,C_creak,D034,declarative,The children traded stickers during the long bus ride.,The children traded stickers during the long bus ride.,False,data/split/s02_C_creak_D034.wav,3.63
s02_C_creak_D035,s02,C_creak,D035,declarative,Rain hammered the tin roof for most of the night.,Rain hammered the tin roof for most of the night.,False,data/split/s02_C_creak_D035.wav,3.32
s02_C_creak_F001,s02,C_creak,F001,final_fall,"I don't really know what she was thinking, honestly.","I don't really know what she was thinking, honestly.",False,data/split/s02_C_creak_F001.wav,3.34
s02_C_creak_F002,s02,C_creak,F002,final_fall,"We ended up walking the whole way home, anyway.","We ended up walking the whole way home, anyway.",False,data/split/s02_C_creak_F002.wav,3.14
s02_C_creak_F003,s02,C_creak,F003,final_fall,It was one of those afternoons where nothing happened at all.,It was one of those afternoons where nothing happened at all.,False,data/split/s02_C_creak_F003.wav,3.76
s02_C_creak_F004,s02,C_creak,F004,final_fall,"He said he'd call back, but he never really did.","He said that he'd call back, but he never really did.",True,data/split/s02_C_creak_F004.wav,3.59
s02_C_creak_F005,s02,C_creak,F005,final_fall,"The whole thing fell apart before anyone noticed, apparently.","The whole thing fell apart before anyone noticed, apparently.",False,data/split/s02_C_creak_F005.wav,3.21
s02_C_creak_F006,s02,C_creak,F006,final_fall,I guess that's just how it goes sometimes.,I guess that's just how it goes sometimes.,False,data/split/s02_C_creak_F006.wav,2.48
s02_C_creak_F007,s02,C_creak,F007,final_fall,She left the party early and nobody said anything.,She left the party early and nobody said anything.,False,data/split/s02_C_creak_F007.wav,4.44
s02_C_creak_F008,s02,C_creak,F008,final_fall,"It's not that I mind, it's just kind of strange.","It's not that I mind, it's just kind of strange.",False,data/split/s02_C_creak_F008.wav,3.63
s02_C_creak_F009,s02,C_creak,F009,final_fall,They moved out to Oregon a couple of years ago.,They moved out to Oregon a couple years ago.,True,data/split/s02_C_creak_F009.wav,2.92
s02_C_creak_F010,s02,C_creak,F010,final_fall,"Nothing about that story adds up, if you think about it.","Nothing about that story adds up, if you think about it.",False,data/split/s02_C_creak_F010.wav,3.58
s02_C_creak_F011,s02,C_creak,F011,final_fall,I'd been meaning to write back for a while now.,I've been meaning to write back for a while now.,True,data/split/s02_C_creak_F011.wav,2.35
s02_C_creak_F012,s02,C_creak,F012,final_fall,We sat there in the car for maybe twenty minutes.,We sat in the car for maybe 20 minutes.,True,data/split/s02_C_creak_F012.wav,2.75
s02_C_creak_F013,s02,C_creak,F013,final_fall,He's been doing that same job for eleven years.,He's been doing that same job for eleven years.,False,data/split/s02_C_creak_F013.wav,3.3
s02_C_creak_F014,s02,C_creak,F014,final_fall,It rained the entire week we were on the island.,It rained the entire week we were on the island.,False,data/split/s02_C_creak_F014.wav,2.67
s02_C_creak_F015,s02,C_creak,F015,final_fall,"I never learned how to swim, which is embarrassing.","I never learned how to swim, which is embarrassing.",False,data/split/s02_C_creak_F015.wav,3.46
s02_C_creak_F016,s02,C_creak,F016,final_fall,That's pretty much all anyone talked about afterward.,That's pretty much all anyone talked about afterward.,False,data/split/s02_C_creak_F016.wav,3.36
s02_C_creak_F017,s02,C_creak,F017,final_fall,She kept apologizing even though it wasn't her fault.,She kept apologizing even though it wasn't her fault.,False,data/split/s02_C_creak_F017.wav,3.38
s02_C_creak_F018,s02,C_creak,F018,final_fall,"The apartment was smaller than we expected, obviously.","The apartment was smaller than we expected, obviously.",False,data/split/s02_C_creak_F018.wav,3.42
s02_C_creak_F019,s02,C_creak,F019,final_fall,I think I left my keys somewhere in the stairwell.,I think I left my keys somewhere in the stairwell.,False,data/split/s02_C_creak_F019.wav,3.24
s02_C_creak_F020,s02,C_creak,F020,final_fall,"It turned out fine, more or less, in the end.","It turned out fine, more or less, in the end.",False,data/split/s02_C_creak_F020.wav,3.38
s02_C_creak_F021,s02,C_creak,F021,final_fall,Nobody warned us about the traffic on the way in.,Nobody warned us about the traffic on the way in.,False,data/split/s02_C_creak_F021.wav,3.75
s02_C_creak_F022,s02,C_creak,F022,final_fall,He mentioned it once and then never brought it up again.,He mentioned it once and then never brought it up again.,False,data/split/s02_C_creak_F022.wav,3.3
s02_C_creak_F023,s02,C_creak,F023,final_fall,We were both too tired to argue about it anymore.,We were both too tired to argue about it anymore.,False,data/split/s02_C_creak_F023.wav,3.46
s02_C_creak_F024,s02,C_creak,F024,final_fall,I've been putting that conversation off for months.,I've been putting that conversation off for months.,False,data/split/s02_C_creak_F024.wav,3.08
s02_C_creak_F025,s02,C_creak,F025,final_fall,It felt like the longest week of the entire summer.,It felt like the longest week of the entire summer.,False,data/split/s02_C_creak_F025.wav,2.86
