utt_id,session,pass,was_corrected,hypothesis,script_text,verbatim_text,verbatim_substitutions,verbatim_deletions,verbatim_insertions,verbatim_reference_length,verbatim_wer,verbatim_alignment,script_substitutions,script_deletions,script_insertions,script_reference_length,script_wer,script_alignment
s02_A_modal_C036,s02,A_modal,False,Turn on do not disturb until noon,Turn on do not disturb until noon.,Turn on do not disturb until noon.,0,0,0,7,0.0,turn on do not disturb until noon,0,0,0,7,0.0,turn on do not disturb until noon
s02_A_modal_C037,s02,A_modal,True,What is the nearest pharmacy,Where is the nearest pharmacy?,What is the nearest pharmacy?,0,0,0,5,0.0,what is the nearest pharmacy,1,0,0,5,0.2,[where->what] is the nearest pharmacy
s02_A_modal_C038,s02,A_modal,False,Email the lab about the annotation dead,Email the lab about the annotation deadline.,Email the lab about the annotation deadline.,1,0,0,7,0.1429,email the lab about the annotation [deadline->dead],1,0,0,7,0.1429,email the lab about the annotation [deadline->dead]
s02_A_modal_C039,s02,A_modal,True,What's my agenda this morning,What's on my agenda this morning?,What's my agenda this morning?,0,0,0,5,0.0,what's my agenda this morning,0,1,0,6,0.1667,what's [-on] my agenda this morning
s02_A_modal_C040,s02,A_modal,False,Play White Noise for 30 minutes,Play white noise for thirty minutes.,Play white noise for thirty minutes.,0,0,0,6,0.0,play white noise for thirty minutes,0,0,0,6,0.0,play white noise for thirty minutes
s02_A_modal_D001,s02,A_modal,False,The old Bridge ground under the weight of the truck,The old bridge groaned under the weight of the truck.,The old bridge groaned under the weight of the truck.,1,0,0,10,0.1,the old bridge [groaned->ground] under the weight of the truck,1,0,0,10,0.1,the old bridge [groaned->ground] under the weight of the truck
s02_A_modal_D002,s02,A_modal,False,She poured the vinegar into a shallow glass dish,She poured the vinegar into a shallow glass dish.,She poured the vinegar into a shallow glass dish.,0,0,0,9,0.0,she poured the vinegar into a shallow glass dish,0,0,0,9,0.0,she poured the vinegar into a shallow glass dish
s02_A_modal_D003,s02,A_modal,False,Seven zebras wandered across the dusty road,Seven zebras wandered across the dusty road.,Seven zebras wandered across the dusty road.,0,0,0,7,0.0,seven zebras wandered across the dusty road,0,0,0,7,0.0,seven zebras wandered across the dusty road
s02_A_modal_D004,s02,A_modal,False,My grandmother kept her symbols in a wooden box,My grandmother kept her thimbles in a wooden box.,My grandmother kept her thimbles in a wooden box.,1,0,0,9,0.1111,my grandmother kept her [thimbles->symbols] in a wooden box,1,0,0,9,0.1111,my grandmother kept her [thimbles->symbols] in a wooden box
s02_A_modal_D005,s02,A_modal,False,The judge asked for silence in the crowded room,The judge asked for silence in the crowded room.,The judge asked for silence in the crowded room.,0,0,0,9,0.0,the judge asked for silence in the crowded room,0,0,0,9,0.0,the judge asked for silence in the crowded room
s02_A_modal_D006,s02,A_modal,False,Thick fog settled over the harbor before Dawn,Thick fog settled over the harbor before dawn.,Thick fog settled over the harbor before dawn.,0,0,0,8,0.0,thick fog settled over the harbor before dawn,0,0,0,8,0.0,thick fog settled over the harbor before dawn
s02_A_modal_D007,s02,A_modal,True,He measured the flower twice and got it wrong,He measured the flour twice and still got it wrong.,He measured the flour twice and got it wrong.,1,0,0,9,0.1111,he measured the [flour->flower] twice and got it wrong,1,1,0,10,0.2,he measured the [flour->flower] twice and [-still] got it wrong
s02_A_modal_D008,s02,A_modal,False,Purple thistles grew along the railway embankment,Purple thistles grew along the railway embankment.,Purple thistles grew along the railway embankment.,0,0,0,7,0.0,purple thistles grew along the railway embankment,0,0,0,7,0.0,purple thistles grew along the railway embankment
s02_A_modal_D009,s02,A_modal,False,The choir rehearse the same passage 11 times,The choir rehearsed the same passage eleven times.,The choir rehearsed the same passage eleven times.,1,0,0,8,0.125,the choir [rehearsed->rehearse] the same passage eleven times,1,0,0,8,0.125,the choir [rehearsed->rehearse] the same passage eleven times
s02_A_modal_D010,s02,A_modal,False,A single moth circled the porch light all evening,A single moth circled the porch light all evening.,A single moth circled the porch light all evening.,0,0,0,9,0.0,a single moth circled the porch light all evening,0,0,0,9,0.0,a single moth circled the porch light all evening
s02_A_modal_D011,s02,A_modal,True,They ship the equipment and reinforced,They shipped the equipment in reinforced crates.,They shipped the equipment in reinforced crate.,2,1,0,7,0.4286,they [shipped->ship] the equipment [in->and] reinforced [-crate],2,1,0,7,0.4286,they [shipped->ship] the equipment [in->and] reinforced [-crates]
s02_A_modal_D012,s02,A_modal,True,The tide pulled the small boat towards the rocks,The tide pulled the small boat toward the rocks.,The tide pulled the small boat towards the rocks.,0,0,0,9,0.0,the tide pulled the small boat towards the rocks,1,0,0,9,0.1111,the tide pulled the small boat [toward->towards] the rocks
s02_A_modal_D013,s02,A_modal,False,Cinnamon and cloves filled the kitchen with warmth,Cinnamon and cloves filled the kitchen with warmth.,Cinnamon and cloves filled the kitchen with warmth.,0,0,0,8,0.0,cinnamon and cloves filled the kitchen with warmth,0,0,0,8,0.0,cinnamon and cloves filled the kitchen with warmth
s02_A_modal_D014,s02,A_modal,False,Nobody remembered who had locked the back door,Nobody remembered who had locked the back door.,Nobody remembered who had locked the back door.,0,0,0,8,0.0,nobody remembered who had locked the back door,0,0,0,8,0.0,nobody remembered who had locked the back door
s02_A_modal_D015,s02,A_modal,False,The librarian stamped each card with quiet,The librarian stamped each card with quiet precision.,The librarian stamped each card with quiet precision.,0,1,0,8,0.125,the librarian stamped each card with quiet [-precision],0,1,0,8,0.125,the librarian stamped each card with quiet [-precision]
s02_A_modal_D016,s02,A_modal,False,Wet leaves clogged the gutter above the window,Wet leaves clogged the gutter above the window.,Wet leaves clogged the gutter above the window.,0,0,0,8,0.0,wet leaves clogged the gutter above the window,0,0,0,8,0.0,wet leaves clogged the gutter above the window
s02_A_modal_D017,s02,A_modal,False,I bought a secondhand bicycle for $40,I bought a secondhand bicycle for forty dollars.,I bought a secondhand bicycle for forty dollars.,0,0,0,8,0.0,i bought a secondhand bicycle for forty dollars,0,0,0,8,0.0,i bought a secondhand bicycle for forty dollars
s02_A_modal_D018,s02,A_modal,False,The Mountain Village looked empty in the photograph,The mountain village looked empty in the photograph.,The mountain village looked empty in the photograph.,0,0,0,8,0.0,the mountain village looked empty in the photograph,0,0,0,8,0.0,the mountain village looked empty in the photograph
s02_A_modal_D019,s02,A_modal,False,Three sparrows fought over a crust of bread,Three sparrows fought over a crust of bread.,Three sparrows fought over a crust of bread.,0,0,0,8,0.0,three sparrows fought over a crust of bread,0,0,0,8,0.0,three sparrows fought over a crust of bread
s02_A_modal_D020,s02,A_modal,False,His youngest brother plays the trumpet in the marching band,His youngest brother plays trumpet in the marching band.,His youngest brother plays trumpet in the marching band.,0,0,1,9,0.1111,his youngest brother plays [+the] trumpet in the marching band,0,0,1,9,0.1111,his youngest brother plays [+the] trumpet in the marching band
s02_A_modal_D021,s02,A_modal,False,The recipe called for saffron which we could not find,"The recipe called for saffron, which we could not find.","The recipe called for saffron, which we could not find.",0,0,0,10,0.0,the recipe called for saffron which we could not find,0,0,0,10,0.0,the recipe called for saffron which we could not find
s02_A_modal_D022,s02,A_modal,False,Snowberry defense post by early January,Snow buried the fence posts by early January.,Snow buried the fence posts by early January.,3,2,0,8,0.625,[-snow] [-buried] [the->snowberry] [fence->defense] [posts->post] by early january,3,2,0,8,0.625,[-snow] [-buried] [the->snowberry] [fence->defense] [posts->post] by early january
s02_A_modal_D023,s02,A_modal,True,She wrote a whole essay on a borrowed laptop,She wrote the whole essay on a borrowed laptop.,She wrote a whole essay on a borrowed laptop.,0,0,0,9,0.0,she wrote a whole essay on a borrowed laptop,1,0,0,9,0.1111,she wrote [the->a] whole essay on a borrowed laptop
s02_A_modal_D024,s02,A_modal,False,The engine coughed once and then went silent,The engine coughed once and then went silent.,The engine coughed once and then went silent.,0,0,0,8,0.0,the engine coughed once and then went silent,0,0,0,8,0.0,the engine coughed once and then went silent
s02_A_modal_D025,s02,A_modal,False,Amber lights spilled across the polish floorboards,Amber light spilled across the polished floorboards.,Amber light spilled across the polished floorboards.,2,0,0,7,0.2857,amber [light->lights] spilled across the [polished->polish] floorboards,2,0,0,7,0.2857,amber [light->lights] spilled across the [polished->polish] floorboards
s02_A_modal_D026,s02,A_modal,False,We watch the store moved east across the valley,We watched the storm move east across the valley.,We watched the storm move east across the valley.,3,0,0,9,0.3333,we [watched->watch] the [storm->store] [move->moved] east across the valley,3,0,0,9,0.3333,we [watched->watch] the [storm->store] [move->moved] east across the valley
s02_A_modal_D027,s02,A_modal,False,The tailor pin to the hem with practice fingers,The tailor pinned the hem with practiced fingers.,The tailor pinned the hem with practiced fingers.,2,0,1,8,0.375,the tailor [+pin] [pinned->to] the hem with [practiced->practice] fingers,2,0,1,8,0.375,the tailor [+pin] [pinned->to] the hem with [practiced->practice] fingers
s02_A_modal_D028,s02,A_modal,False,Salt crusted the windows at the beach house,Salt crusted the windows of the beach house.,Salt crusted the windows of the beach house.,1,0,0,8,0.125,salt crusted the windows [of->at] the beach house,1,0,0,8,0.125,salt crusted the windows [of->at] the beach house
s02_A_modal_D029,s02,A_modal,False,Their apartment smelled faintly of turpentine,Their apartment smelled faintly of turpentine.,Their apartment smelled faintly of turpentine.,0,0,0,6,0.0,their apartment smelled faintly of turpentine,0,0,0,6,0.0,their apartment smelled faintly of turpentine
s02_A_modal_D030,s02,A_modal,False,A heron stood motionless at the edge of the pond,A heron stood motionless at the edge of the pond.,A heron stood motionless at the edge of the pond.,0,0,0,10,0.0,a heron stood motionless at the edge of the pond,0,0,0,10,0.0,a heron stood motionless at the edge of the pond
s02_A_modal_D031,s02,A_modal,False,The clock in the hallway runs about four minutes fast,The clock in the hallway runs about four minutes fast.,The clock in the hallway runs about four minutes fast.,0,0,0,10,0.0,the clock in the hallway runs about four minutes fast,0,0,0,10,0.0,the clock in the hallway runs about four minutes fast
s02_A_modal_D032,s02,A_modal,False,He folded the newspaper and set it on the table,He folded the newspaper and set it on the table.,He folded the newspaper and set it on the table.,0,0,0,10,0.0,he folded the newspaper and set it on the table,0,0,0,10,0.0,he folded the newspaper and set it on the table
s02_A_modal_D033,s02,A_modal,False,Bright green algae cover the surface of the water,Bright green algae covered the surface of the water.,Bright green algae covered the surface of the water.,1,0,0,9,0.1111,bright green algae [covered->cover] the surface of the water,1,0,0,9,0.1111,bright green algae [covered->cover] the surface of the water
s02_A_modal_D034,s02,A_modal,False,The children traded stickers during the long bus ride,The children traded stickers during the long bus ride.,The children traded stickers during the long bus ride.,0,0,0,9,0.0,the children traded stickers during the long bus ride,0,0,0,9,0.0,the children traded stickers during the long bus ride
s02_A_modal_D035,s02,A_modal,False,Rain hammered the tin roof for most of the night,Rain hammered the tin roof for most of the night.,Rain hammered the tin roof for most of the night.,0,0,0,10,0.0,rain hammered the tin roof for most of the night,0,0,0,10,0.0,rain hammered the tin roof for most of the night
s02_A_modal_F001,s02,A_modal,False,I don't really know what she was thinking honestly,"I don't really know what she was thinking, honestly.","I don't really know what she was thinking, honestly.",0,0,0,9,0.0,i don't really know what she was thinking honestly,0,0,0,9,0.0,i don't really know what she was thinking honestly
s02_A_modal_F002,s02,A_modal,False,We ended up walking the whole way home anyway,"We ended up walking the whole way home, anyway.","We ended up walking the whole way home, anyway.",0,0,0,9,0.0,we ended up walking the whole way home anyway,0,0,0,9,0.0,we ended up walking the whole way home anyway
s02_A_modal_F003,s02,A_modal,False,It was one of those afternoons were nothing happened at all,It was one of those afternoons where nothing happened at all.,It was one of those afternoons where nothing happened at all.,1,0,0,11,0.0909,it was one of those afternoons [where->were] nothing happened at all,1,0,0,11,0.0909,it was one of those afternoons [where->were] nothing happened at all
s02_A_modal_F004,s02,A_modal,False,He said he'd call back but he never really did,"He said he'd call back, but he never really did.","He said he'd call back, but he never really did.",0,0,0,10,0.0,he said he'd call back but he never really did,0,0,0,10,0.0,he said he'd call back but he never really did
s02_A_modal_F005,s02,A_modal,False,The whole thing fell apart before anyone noticed apparently,"The whole thing fell apart before anyone noticed, apparently.","The whole thing fell apart before anyone noticed, apparently.",0,0,0,9,0.0,the whole thing fell apart before anyone noticed apparently,0,0,0,9,0.0,the whole thing fell apart before anyone noticed apparently
s02_A_modal_F006,s02,A_modal,False,I guess that's just how it goes sometimes,I guess that's just how it goes sometimes.,I guess that's just how it goes sometimes.,0,0,0,8,0.0,i guess that's just how it goes sometimes,0,0,0,8,0.0,i guess that's just how it goes sometimes
s02_A_modal_F007,s02,A_modal,False,She left the party early and nobody said anything,She left the party early and nobody said anything.,She left the party early and nobody said anything.,0,0,0,9,0.0,she left the party early and nobody said anything,0,0,0,9,0.0,she left the party early and nobody said anything
s02_A_modal_F008,s02,A_modal,False,It's not that I might it's just kind of strange,"It's not that I mind, it's just kind of strange.","It's not that I mind, it's just kind of strange.",1,0,0,10,0.1,it's not that i [mind->might] it's just kind of strange,1,0,0,10,0.1,it's not that i [mind->might] it's just kind of strange
s02_A_modal_F009,s02,A_modal,True,They moved out to Oregon a couple years,They moved out to Oregon a couple of years ago.,They moved out to Oregon a couple years ago.,0,1,0,9,0.1111,they moved out to oregon a couple years [-ago],0,2,0,10,0.2,they moved out to oregon a couple [-of] years [-ago]
s02_A_modal_F010,s02,A_modal,False,Nothing about that story adds up if you think about it,"Nothing about that story adds up, if you think about it.","Nothing about that story adds up, if you think about it.",0,0,0,11,0.0,nothing about that story adds up if you think about it,0,0,0,11,0.0,nothing about that story adds up if you think about it
s02_A_modal_F011,s02,A_modal,True,I've been meaning to write back for a while now,I'd been meaning to write back for a while now.,I've been meaning to write back for a while now.,0,0,0,10,0.0,i've been meaning to write back for a while now,1,0,0,10,0.1,[i'd->i've] been meaning to write back for a while now
s02_A_modal_F012,s02,A_modal,False,We sat there in the car for maybe 20 minutes,We sat there in the car for maybe twenty minutes.,We sat there in the car for maybe twenty minutes.,0,0,0,10,0.0,we sat there in the car for maybe twenty minutes,0,0,0,10,0.0,we sat there in the car for maybe twenty minutes
s02_A_modal_F013,s02,A_modal,False,He's been doing that same job for 11 years,He's been doing that same job for eleven years.,He's been doing that same job for eleven years.,0,0,0,9,0.0,he's been doing that same job for eleven years,0,0,0,9,0.0,he's been doing that same job for eleven years
s02_A_modal_F014,s02,A_modal,False,It rained the entire week we were on the island,It rained the entire week we were on the island.,It rained the entire week we were on the island.,0,0,0,10,0.0,it rained the entire week we were on the island,0,0,0,10,0.0,it rained the entire week we were on the island
s02_A_modal_F015,s02,A_modal,False,I never learned how to swim which is embarrassing,"I never learned how to swim, which is embarrassing.","I never learned how to swim, which is embarrassing.",0,0,0,9,0.0,i never learned how to swim which is embarrassing,0,0,0,9,0.0,i never learned how to swim which is embarrassing
s02_A_modal_F016,s02,A_modal,False,That's pretty much all anyone talked about afterwards,That's pretty much all anyone talked about afterward.,That's pretty much all anyone talked about afterward.,1,0,0,8,0.125,that's pretty much all anyone talked about [afterward->afterwards],1,0,0,8,0.125,that's pretty much all anyone talked about [afterward->afterwards]
s02_A_modal_F017,s02,A_modal,False,She kept apologizing even though it wasn't her fault,She kept apologizing even though it wasn't her fault.,She kept apologizing even though it wasn't her fault.,0,0,0,9,0.0,she kept apologizing even though it wasn't her fault,0,0,0,9,0.0,she kept apologizing even though it wasn't her fault
s02_A_modal_F018,s02,A_modal,False,The apartment was smaller than we expected obviously,"The apartment was smaller than we expected, obviously.","The apartment was smaller than we expected, obviously.",0,0,0,8,0.0,the apartment was smaller than we expected obviously,0,0,0,8,0.0,the apartment was smaller than we expected obviously
s02_A_modal_F019,s02,A_modal,False,I think I left my keys somewhere in the stairwell,I think I left my keys somewhere in the stairwell.,I think I left my keys somewhere in the stairwell.,0,0,0,10,0.0,i think i left my keys somewhere in the stairwell,0,0,0,10,0.0,i think i left my keys somewhere in the stairwell
s02_A_modal_F020,s02,A_modal,False,It turned out fine more or less in the end,"It turned out fine, more or less, in the end.","It turned out fine, more or less, in the end.",0,0,0,10,0.0,it turned out fine more or less in the end,0,0,0,10,0.0,it turned out fine more or less in the end
s02_A_modal_F021,s02,A_modal,False,Nobody warned us about the traffic on the way,Nobody warned us about the traffic on the way in.,Nobody warned us about the traffic on the way in.,0,1,0,10,0.1,nobody warned us about the traffic on the way [-in],0,1,0,10,0.1,nobody warned us about the traffic on the way [-in]
s02_A_modal_F022,s02,A_modal,False,He mentioned it once and then never brought it up again,He mentioned it once and then never brought it up again.,He mentioned it once and then never brought it up again.,0,0,0,11,0.0,he mentioned it once and then never brought it up again,0,0,0,11,0.0,he mentioned it once and then never brought it up again
s02_A_modal_F023,s02,A_modal,False,We were both too tired to argue about it anymore,We were both too tired to argue about it anymore.,We were both too tired to argue about it anymore.,0,0,0,10,0.0,we were both too tired to argue about it anymore,0,0,0,10,0.0,we were both too tired to argue about it anymore
s02_A_modal_F024,s02,A_modal,False,I've been putting that conversation off for months,I've been putting that conversation off for months.,I've been putting that conversation off for months.,0,0,0,8,0.0,i've been putting that conversation off for months,0,0,0,8,0.0,i've been putting that conversation off for months
s02_A_modal_F025,s02,A_modal,True,It felt like the longest week of my entire summer,It felt like the longest week of the entire summer.,It felt like the longest week of my entire summer.,0,0,0,10,0.0,it felt like the longest week of my entire summer,1,0,0,10,0.1,it felt like the longest week of [the->my] entire summer
s02_B_natural_C001,s02,B_natural,False,Set a timer for 12 minutes,Set a timer for twelve minutes.,Set a timer for twelve minutes.,0,0,0,6,0.0,set a timer for twelve minutes,0,0,0,6,0.0,set a timer for twelve minutes
s02_B_natural_C002,s02,B_natural,False,Text Marcus that I'm running late,Text Marcus that I'm running late.,Text Marcus that I'm running late.,0,0,0,6,0.0,text marcus that i'm running late,0,0,0,6,0.0,text marcus that i'm running late
s02_B_natural_C003,s02,B_natural,False,What's the weather in Newton,What's the weather in Newton tomorrow?,What's the weather in Newton tomorrow?,0,1,0,6,0.1667,what's the weather in newton [-tomorrow],0,1,0,6,0.1667,what's the weather in newton [-tomorrow]
s02_B_natural_C004,s02,B_natural,True,Play the new Noah Kahan,Play the new Noah Kahan album.,Play the new Noah Kahn album.,1,1,0,6,0.3333,play the new noah [-kahn] [album->kahan],0,1,0,6,0.1667,play the new noah kahan [-album]
s02_B_natural_C005,s02,B_natural,False,Remind me to email my advisor on Monday,Remind me to email my advisor on Monday.,Remind me to email my advisor on Monday.,0,0,0,8,0.0,remind me to email my advisor on monday,0,0,0,8,0.0,remind me to email my advisor on monday
s02_B_natural_C006,s02,B_natural,False,How long is the flight to Tokyo,How long is the flight to Tokyo?,How long is the flight to Tokyo?,0,0,0,7,0.0,how long is the flight to tokyo,0,0,0,7,0.0,how long is the flight to tokyo
s02_B_natural_C007,s02,B_natural,False,Add oat milk to my grocery list,Add oat milk to my grocery list.,Add oat milk to my grocery list.,0,0,0,7,0.0,add oat milk to my grocery list,0,0,0,7,0.0,add oat milk to my grocery list
s02_B_natural_C008,s02,B_natural,False,Call the gelato shop in Orchard Street,Call the gelato shop on Orchard Street.,Call the gelato shop on Orchard Street.,1,0,0,7,0.1429,call the gelato shop [on->in] orchard street,1,0,0,7,0.1429,call the gelato shop [on->in] orchard street
s02_B_natural_C009,s02,B_natural,False,Turn off the bedroom light,Turn off the bedroom lights.,Turn off the bedroom lights.,1,0,0,5,0.2,turn off the bedroom [lights->light],1,0,0,5,0.2,turn off the bedroom [lights->light]
s02_B_natural_C010,s02,B_natural,False,What time does the library close,What time does the library close today?,What time does the library close today?,0,1,0,7,0.1429,what time does the library close [-today],0,1,0,7,0.1429,what time does the library close [-today]
s02_B_natural_C011,s02,B_natural,False,Navigate to Grand Central term,Navigate to Grand Central Terminal.,Navigate to Grand Central Terminal.,1,0,0,5,0.2,navigate to grand central [terminal->term],1,0,0,5,0.2,navigate to grand central [terminal->term]
s02_B_natural_C012,s02,B_natural,False,Send a photo to the choir group,Send a photo to the choir group chat.,Send a photo to the choir group chat.,0,1,0,8,0.125,send a photo to the choir group [-chat],0,1,0,8,0.125,send a photo to the choir group [-chat]
s02_B_natural_C013,s02,B_natural,False,Show me my calendar for next Thursday,Show me my calendar for next Thursday.,Show me my calendar for next Thursday.,0,0,0,7,0.0,show me my calendar for next thursday,0,0,0,7,0.0,show me my calendar for next thursday
s02_B_natural_C014,s02,B_natural,False,Convert 80°F to Celsius,Convert eighty degrees Fahrenheit to Celsius.,Convert eighty degrees Fahrenheit to Celsius.,1,0,0,6,0.1667,convert eighty degrees [fahrenheit->f] to celsius,1,0,0,6,0.1667,convert eighty degrees [fahrenheit->f] to celsius
s02_B_natural_C015,s02,B_natural,False,Skip to the next song,Skip to the next song.,Skip to the next song.,0,0,0,5,0.0,skip to the next song,0,0,0,5,0.0,skip to the next song
s02_B_natural_C016,s02,B_natural,False,What's the score of the Mets,What's the score of the Mets game?,What's the score of the Mets game?,0,1,0,7,0.1429,what's the score of the mets [-game],0,1,0,7,0.1429,what's the score of the mets [-game]
s02_B_natural_C017,s02,B_natural,False,Set an alarm for 6:45,Set an alarm for six forty-five.,Set an alarm for six forty-five.,0,0,0,7,0.0,set an alarm for six forty five,0,0,0,7,0.0,set an alarm for six forty five
s02_B_natural_C018,s02,B_natural,False,Find a Ramen place open past,Find a ramen place open past midnight.,Find a ramen place open past midnight.,0,1,0,7,0.1429,find a ramen place open past [-midnight],0,1,0,7,0.1429,find a ramen place open past [-midnight]
s02_B_natural_C019,s02,B_natural,False,Read my last message from,Read my last message from Anjali.,Read my last message from Anjali.,0,1,0,6,0.1667,read my last message from [-anjali],0,1,0,6,0.1667,read my last message from [-anjali]
s02_B_natural_C020,s02,B_natural,False,How do you say thank you in Japanese,How do you say thank you in Japanese?,How do you say thank you in Japanese?,0,0,0,8,0.0,how do you say thank you in japanese,0,0,0,8,0.0,how do you say thank you in japanese
s02_B_natural_C021,s02,B_natural,False,Start a workout on my watch,Start a workout on my watch.,Start a workout on my watch.,0,0,0,6,0.0,start a workout on my watch,0,0,0,6,0.0,start a workout on my watch
s02_B_natural_C022,s02,B_natural,False,Cancel my reminder about the dentist,Cancel my reminder about the dentist.,Cancel my reminder about the dentist.,0,0,0,6,0.0,cancel my reminder about the dentist,0,0,0,6,0.0,cancel my reminder about the dentist
s02_B_natural_C023,s02,B_natural,False,Take a note about the picture,Take a note about the pitch analysis.,Take a note about the pitch analysis.,1,1,0,7,0.2857,take a note about the [-pitch] [analysis->picture],1,1,0,7,0.2857,take a note about the [-pitch] [analysis->picture]
s02_B_natural_C024,s02,B_natural,False,What is 20% of $43,What is twenty percent of forty-three dollars?,What is twenty percent of forty-three dollars?,0,0,0,8,0.0,what is twenty percent of forty three dollars,0,0,0,8,0.0,what is twenty percent of forty three dollars
s02_B_natural_C025,s02,B_natural,False,Turn the volume down a little,Turn the volume down a little.,Turn the volume down a little.,0,0,0,6,0.0,turn the volume down a little,0,0,0,6,0.0,turn the volume down a little
s02_B_natural_C026,s02,B_natural,True,Open the Pratt documentation in Safari,Open the Praat documentation in Safari.,Open the Praat documentation in Safari.,1,0,0,6,0.1667,open the [praat->pratt] documentation in safari,1,0,0,6,0.1667,open the [praat->pratt] documentation in safari
s02_B_natural_C027,s02,B_natural,False,Schedule a meeting for Friday afternoon,Schedule a meeting for Friday afternoon.,Schedule a meeting for Friday afternoon.,0,0,0,6,0.0,schedule a meeting for friday afternoon,0,0,0,6,0.0,schedule a meeting for friday afternoon
s02_B_natural_C028,s02,B_natural,True,Is it gonna rain this evening,Is it going to rain this evening?,Is it gonna rain this evening?,0,0,0,6,0.0,is it gonna rain this evening,1,1,0,7,0.2857,is it [-going] [to->gonna] rain this evening
s02_B_natural_C029,s02,B_natural,False,Play something quiet while I,Play something quiet while I study.,Play something quiet while I study.,0,1,0,6,0.1667,play something quiet while i [-study],0,1,0,6,0.1667,play something quiet while i [-study]
s02_B_natural_C030,s02,B_natural,False,Delete the last voice memo,Delete the last voice memo.,Delete the last voice memo.,0,0,0,5,0.0,delete the last voice memo,0,0,0,5,0.0,delete the last voice memo
s02_B_natural_C031,s02,B_natural,False,What's the fastest way to Morningside Heights,What's the fastest way to Morningside Heights?,What's the fastest way to Morningside Heights?,0,0,0,7,0.0,what's the fastest way to morningside heights,0,0,0,7,0.0,what's the fastest way to morningside heights
s02_B_natural_C032,s02,B_natural,False,Add Wisteria trellis to my shopping list,Add a wisteria trellis to my shopping list.,Add a wisteria trellis to my shopping list.,0,1,0,8,0.125,add [-a] wisteria trellis to my shopping list,0,1,0,8,0.125,add [-a] wisteria trellis to my shopping list
s02_B_natural_C033,s02,B_natural,False,Tell me a joke about linguist,Tell me a joke about linguists.,Tell me a joke about linguists.,1,0,0,6,0.1667,tell me a joke about [linguists->linguist],1,0,0,6,0.1667,tell me a joke about [linguists->linguist]
s02_B_natural_C034,s02,B_natural,False,Show me photos from Cape,Show me photos from Cape Cod.,Show me photos from Cape Cod.,0,1,0,6,0.1667,show me photos from cape [-cod],0,1,0,6,0.1667,show me photos from cape [-cod]
s02_B_natural_C035,s02,B_natural,False,How many days until September,How many days until September first?,How many days until September first?,0,1,0,6,0.1667,how many days until september [-first],0,1,0,6,0.1667,how many days until september [-first]
s02_B_natural_C036,s02,B_natural,False,Turn on do not disturb until noon,Turn on do not disturb until noon.,Turn on do not disturb until noon.,0,0,0,7,0.0,turn on do not disturb until noon,0,0,0,7,0.0,turn on do not disturb until noon
s02_B_natural_C037,s02,B_natural,False,Where is the nearest pharmacy,Where is the nearest pharmacy?,Where is the nearest pharmacy?,0,0,0,5,0.0,where is the nearest pharmacy,0,0,0,5,0.0,where is the nearest pharmacy
s02_B_natural_C038,s02,B_natural,False,Email the lab about the annotation deadline,Email the lab about the annotation deadline.,Email the lab about the annotation deadline.,0,0,0,7,0.0,email the lab about the annotation deadline,0,0,0,7,0.0,email the lab about the annotation deadline
s02_B_natural_C039,s02,B_natural,False,What's on my agenda this morning,What's on my agenda this morning?,What's on my agenda this morning?,0,0,0,6,0.0,what's on my agenda this morning,0,0,0,6,0.0,what's on my agenda this morning
s02_B_natural_C040,s02,B_natural,False,Play White Noise for 30 minutes,Play white noise for thirty minutes.,Play white noise for thirty minutes.,0,0,0,6,0.0,play white noise for thirty minutes,0,0,0,6,0.0,play white noise for thirty minutes
s02_B_natural_D001,s02,B_natural,False,The old bridge grown under the weight of the truck,The old bridge groaned under the weight of the truck.,The old bridge groaned under the weight of the truck.,1,0,0,10,0.1,the old bridge [groaned->grown] under the weight of the truck,1,0,0,10,0.1,the old bridge [groaned->grown] under the weight of the truck
s02_B_natural_D002,s02,B_natural,False,She poured the vinegar into a shallow glass dish,She poured the vinegar into a shallow glass dish.,She poured the vinegar into a shallow glass dish.,0,0,0,9,0.0,she poured the vinegar into a shallow glass dish,0,0,0,9,0.0,she poured the vinegar into a shallow glass dish
s02_B_natural_D003,s02,B_natural,False,Seven zebras wandered across the dusty road,Seven zebras wandered across the dusty road.,Seven zebras wandered across the dusty road.,0,0,0,7,0.0,seven zebras wandered across the dusty road,0,0,0,7,0.0,seven zebras wandered across the dusty road
s02_B_natural_D004,s02,B_natural,False,My grandmother kept her symbols in a wooden box,My grandmother kept her thimbles in a wooden box.,My grandmother kept her thimbles in a wooden box.,1,0,0,9,0.1111,my grandmother kept her [thimbles->symbols] in a wooden box,1,0,0,9,0.1111,my grandmother kept her [thimbles->symbols] in a wooden box
s02_B_natural_D005,s02,B_natural,False,The judge asked for silence in the crowd group,The judge asked for silence in the crowded room.,The judge asked for silence in the crowded room.,2,0,0,9,0.2222,the judge asked for silence in the [crowded->crowd] [room->group],2,0,0,9,0.2222,the judge asked for silence in the [crowded->crowd] [room->group]
s02_B_natural_D006,s02,B_natural,False,Thick fog settled over the harbor before,Thick fog settled over the harbor before dawn.,Thick fog settled over the harbor before dawn.,0,1,0,8,0.125,thick fog settled over the harbor before [-dawn],0,1,0,8,0.125,thick fog settled over the harbor before [-dawn]
