utt_id,session,pass,verbatim_text,hypothesis,model_size,compute_type,elapsed_ms,substitutions,deletions,insertions,reference_length,wer,alignment
s02_B_natural_D022,s02,B_natural,Snow buried the fence posts by early January.,Snow buried the fence posts by early January.,large-v3,int8,60502.8,0,0,0,8,0.0,snow buried the fence posts by early january
s02_B_natural_D023,s02,B_natural,She wrote the whole essay on a borrowed laptop.,She wrote the whole essay on a borrowed laptop.,large-v3,int8,59641.3,0,0,0,9,0.0,she wrote the whole essay on a borrowed laptop
s02_B_natural_D024,s02,B_natural,The engine coughed once and then went silent.,The engine coughed once and then went silent.,large-v3,int8,59940.6,0,0,0,8,0.0,the engine coughed once and then went silent
s02_B_natural_D025,s02,B_natural,Amber light spilled across the polished floorboards.,Amber light spilled across the polished floorboards.,large-v3,int8,59609.9,0,0,0,7,0.0,amber light spilled across the polished floorboards
s02_B_natural_D026,s02,B_natural,We watched the storm move east across the val.,We watched the storm move east across the valley.,large-v3,int8,60538.4,1,0,0,9,0.1111,we watched the storm move east across the [val->valley]
s02_B_natural_D027,s02,B_natural,The tailor pinned the hem with practiced fingers.,The tailor pinned the hem with practiced fingers.,large-v3,int8,59686.9,0,0,0,8,0.0,the tailor pinned the hem with practiced fingers
s02_B_natural_D028,s02,B_natural,Salt crusted the windows of the beach house.,Salt crusted the windows of the beach house.,large-v3,int8,61101.7,0,0,0,8,0.0,salt crusted the windows of the beach house
s02_B_natural_D029,s02,B_natural,Their apartment smelled faintly of turpentine.,Their apartment smelled faintly of turpentine.,large-v3,int8,59997.2,0,0,0,6,0.0,their apartment smelled faintly of turpentine
s02_B_natural_D030,s02,B_natural,A heron stood motionless at the edge of the pond.,Heron stood motionless at the edge of the pond.,large-v3,int8,60806.8,0,1,0,10,0.1,[-a] heron stood motionless at the edge of the pond
s02_B_natural_D031,s02,B_natural,The clock in the hallway runs about four minutes fast.,The clock in the hallway runs about four minutes fast.,large-v3,int8,61010.2,0,0,0,10,0.0,the clock in the hallway runs about four minutes fast
s02_B_natural_D032,s02,B_natural,He folded the newspaper and set it on the table.,He folded the newspaper and set it on the table.,large-v3,int8,61004.0,0,0,0,10,0.0,he folded the newspaper and set it on the table
s02_B_natural_D033,s02,B_natural,Bright green algae covered the surface of the water.,Bright green algae cover the surface of the water.,large-v3,int8,60658.9,1,0,0,9,0.1111,bright green algae [covered->cover] the surface of the water
s02_B_natural_D035,s02,B_natural,Rain hammered the tin roof for most of the night.,Rain hammered the tin roof for most of the night.,large-v3,int8,61219.0,0,0,0,10,0.0,rain hammered the tin roof for most of the night
s02_B_natural_D034,s02,B_natural,The children traded stickers during the long bus ride.,The children traded sticks during the long bus ride. The children traded stickers during the long bus ride.,large-v3,int8,63892.9,0,0,9,9,1.0,[+the] [+children] [+traded] [+sticks] [+during] [+the] [+long] [+bus] [+ride] the children traded stickers during the long bus ride
s02_B_natural_F001,s02,B_natural,"I don't really know what she was thinking, honestly.","I don't really know what she was thinking, honestly.",large-v3,int8,62456.9,0,0,0,9,0.0,i don't really know what she was thinking honestly
s02_B_natural_F002,s02,B_natural,"We ended up walking the whole way home, anyway.","We ended up walking the whole way home, anyway.",large-v3,int8,61938.5,0,0,0,9,0.0,we ended up walking the whole way home anyway
s02_B_natural_F003,s02,B_natural,It was one of those afternoons where nothing happened at all.,It was one of those afternoons where nothing happened at all.,large-v3,int8,62706.0,0,0,0,11,0.0,it was one of those afternoons where nothing happened at all
s02_B_natural_F004,s02,B_natural,"He said he'd call back, but he never did.","He said he'd call back, but he never did.",large-v3,int8,62054.8,0,0,0,9,0.0,he said he'd call back but he never did
s02_B_natural_F005,s02,B_natural,"The whole thing fell apart before anyone noticed, apparently.",The whole thing fell apart before anyone noticed.,large-v3,int8,62082.2,0,1,0,9,0.1111,the whole thing fell apart before anyone noticed [-apparently]
s02_B_natural_F006,s02,B_natural,I guess that's just how it goes sometimes.,I guess that's just how it goes sometimes.,large-v3,int8,61400.2,0,0,0,8,0.0,i guess that's just how it goes sometimes
s02_B_natural_F007,s02,B_natural,She left the party early and nobody said anything.,She left the party early and nobody said anything.,large-v3,int8,61813.5,0,0,0,9,0.0,she left the party early and nobody said anything
s02_B_natural_F008,s02,B_natural,"It's not that I mind, it's just kind of strange.","It's not that I mind, it's just kind of strange.",large-v3,int8,63152.4,0,0,0,10,0.0,it's not that i mind it's just kind of strange
s02_B_natural_F009,s02,B_natural,They moved out to Oregon a couple years ago.,They moved out to Oregon a couple of years ago.,large-v3,int8,61682.9,0,0,1,9,0.1111,they moved out to oregon a couple [+of] years ago
s02_B_natural_F010,s02,B_natural,"Nothing about that story adds up, if you think about it.","Now think about that story adds up, if you think about it.",large-v3,int8,62669.8,1,0,1,11,0.1818,[+now] [nothing->think] about that story adds up if you think about it
s02_B_natural_F011,s02,B_natural,I've been meaning to write back for a while now.,I've been meaning to write back for a while now.,large-v3,int8,61468.5,0,0,0,10,0.0,i've been meaning to write back for a while now
s02_B_natural_F012,s02,B_natural,We sat in the car for maybe 20 minutes.,We sat in the car for maybe 20 minutes.,large-v3,int8,59510.3,0,0,0,9,0.0,we sat in the car for maybe twenty minutes
s02_B_natural_F013,s02,B_natural,He's been doing that same job for eleven years.,He's been doing that same job for 11 years.,large-v3,int8,60238.8,0,0,0,9,0.0,he's been doing that same job for eleven years
s02_B_natural_F014,s02,B_natural,It rained the entire week we were on the island.,It rained the entire week we were on the island.,large-v3,int8,60002.0,0,0,0,10,0.0,it rained the entire week we were on the island
s02_B_natural_F015,s02,B_natural,"I never learned how to swim, which is embarrassing.","I never learned how to swim, which is embarrassing.",large-v3,int8,60568.6,0,0,0,9,0.0,i never learned how to swim which is embarrassing
s02_B_natural_F016,s02,B_natural,That's pretty much all anyone talked about afterward.,That's pretty much all anyone talked about afterwards.,large-v3,int8,59605.0,1,0,0,8,0.125,that's pretty much all anyone talked about [afterward->afterwards]
s02_B_natural_F017,s02,B_natural,She kept apologizing even though it wasn't her fault.,She kept apologizing even though it wasn't her fault.,large-v3,int8,60167.8,0,0,0,9,0.0,she kept apologizing even though it wasn't her fault
s02_B_natural_F018,s02,B_natural,"The apartment was smaller than we expected, obviously.","The apartment was smaller than we expected, obviously.",large-v3,int8,60242.3,0,0,0,8,0.0,the apartment was smaller than we expected obviously
s02_B_natural_F019,s02,B_natural,I think I left my keys somewhere in the stairwell.,I think I left my keys somewhere in the stairwell.,large-v3,int8,60504.1,0,0,0,10,0.0,i think i left my keys somewhere in the stairwell
s02_B_natural_F020,s02,B_natural,"It turned out fine, more or less, in the end.","It turned out fine, more or less, in the end.",large-v3,int8,61294.0,0,0,0,10,0.0,it turned out fine more or less in the end
s02_B_natural_F021,s02,B_natural,Nobody warned us about the traffic on the way in.,Nobody warned us about the traffic on the way in.,large-v3,int8,60009.0,0,0,0,10,0.0,nobody warned us about the traffic on the way in
s02_B_natural_F022,s02,B_natural,He mentioned it once and then never brought it up again.,He mentioned it once and then never brought it up again.,large-v3,int8,60600.1,0,0,0,11,0.0,he mentioned it once and then never brought it up again
s02_B_natural_F023,s02,B_natural,We were both too tired to argue about it anymore.,We were both too tired to argue about it anymore.,large-v3,int8,60159.0,0,0,0,10,0.0,we were both too tired to argue about it anymore
s02_B_natural_F024,s02,B_natural,I've been putting that conversation off for months.,I've been putting that conversation off for months.,large-v3,int8,60758.0,0,0,0,8,0.0,i've been putting that conversation off for months
s02_B_natural_F025,s02,B_natural,It felt like the longest week of the entire summer.,It felt like the longest week of the entire summer.,large-v3,int8,59760.9,0,0,0,10,0.0,it felt like the longest week of the entire summer
s02_C_creak_C001,s02,C_creak,Set a timer for twelve minutes.,set a timer for 12 minutes.,large-v3,int8,59681.3,0,0,0,6,0.0,set a timer for twelve minutes
s02_C_creak_C002,s02,C_creak,Text Marcus that I'm running late.,text Marcus that I'm running late.,large-v3,int8,61059.3,0,0,0,6,0.0,text marcus that i'm running late
s02_C_creak_C003,s02,C_creak,What's the weather in Newton tomorrow?,What's the weather in Newton tomorrow?,large-v3,int8,61246.6,0,0,0,6,0.0,what's the weather in newton tomorrow
s02_C_creak_C004,s02,C_creak,Play the new Noah Kahn album.,Play the new Noah Kahn album.,large-v3,int8,61285.0,0,0,0,6,0.0,play the new noah kahn album
s02_C_creak_C005,s02,C_creak,Remind me to email my advisor on Monday.,And remind me to email my advisor on Monday.,large-v3,int8,62780.6,0,0,1,8,0.125,[+and] remind me to email my advisor on monday
s02_C_creak_C006,s02,C_creak,How long is the flight to Tokyo?,how long is the flight to Tokyo?,large-v3,int8,62707.3,0,0,0,7,0.0,how long is the flight to tokyo
s02_C_creak_C007,s02,C_creak,Add oat milk to my grocery list.,Add oat milk to my grocery list.,large-v3,int8,61258.6,0,0,0,7,0.0,add oat milk to my grocery list
s02_C_creak_C008,s02,C_creak,Call the gelato shop on Orchard Street.,called The Gelato Shop on Orchard Street.,large-v3,int8,62301.4,1,0,0,7,0.1429,[call->called] the gelato shop on orchard street
s02_C_creak_C009,s02,C_creak,Turn off the bedroom lights.,to turn off the bedroom lights.,large-v3,int8,61858.1,0,0,1,5,0.2,[+to] turn off the bedroom lights
s02_C_creak_C010,s02,C_creak,What time does the library close today?,What time does the library close today?,large-v3,int8,61951.8,0,0,0,7,0.0,what time does the library close today
s02_C_creak_C011,s02,C_creak,Navigate to Grand Central Terminal.,Navigate to Grand Central Terminal.,large-v3,int8,60750.1,0,0,0,5,0.0,navigate to grand central terminal
s02_C_creak_C012,s02,C_creak,Send a photo of the choir group chat.,send a photo of the choir group chat.,large-v3,int8,60285.6,0,0,0,8,0.0,send a photo of the choir group chat
s02_C_creak_C013,s02,C_creak,Show me my calendar for next Thursday.,Show me my calendar for next Thursday.,large-v3,int8,59062.6,0,0,0,7,0.0,show me my calendar for next thursday
s02_C_creak_C015,s02,C_creak,Skip to the next song.,Skip to the next song.,large-v3,int8,58428.3,0,0,0,5,0.0,skip to the next song
s02_C_creak_C014,s02,C_creak,Convert eighty degrees Fahrenheit to Celsius.,convert 80 degrees Fahrenheit to Celsius.,large-v3,int8,58924.2,0,0,0,6,0.0,convert eighty degrees fahrenheit to celsius
s02_C_creak_C016,s02,C_creak,What's the score of the Mets game?,What's the score of the Mets game?,large-v3,int8,60779.7,0,0,0,7,0.0,what's the score of the mets game
s02_C_creak_C017,s02,C_creak,Set an alarm for six forty-five.,Set an alarm for 645.,large-v3,int8,59203.7,0,0,1,7,0.1429,set an alarm for six [+hundred] forty five
s02_C_creak_C018,s02,C_creak,Find a ramen place open past midnight.,Find a ramen place open past midnight.,large-v3,int8,59883.5,0,0,0,7,0.0,find a ramen place open past midnight
s02_C_creak_C019,s02,C_creak,Read my last message from Anjali.,Read my last message from Anjali.,large-v3,int8,60302.5,0,0,0,6,0.0,read my last message from anjali
s02_C_creak_C020,s02,C_creak,How do you say thank you in Japanese?,how do you say thank you in Japanese,large-v3,int8,59563.0,0,0,0,8,0.0,how do you say thank you in japanese
s02_C_creak_C021,s02,C_creak,Start a workout on my watch.,start a workout on my watch.,large-v3,int8,59009.2,0,0,0,6,0.0,start a workout on my watch
s02_C_creak_C022,s02,C_creak,Cancel my reminder about the dentist.,So cancel my reminder about the dentist.,large-v3,int8,58301.0,0,0,1,6,0.1667,[+so] cancel my reminder about the dentist
s02_C_creak_C023,s02,C_creak,Take a note about the pitch analysis.,take a note about the pitch analysis.,large-v3,int8,58490.8,0,0,0,7,0.0,take a note about the pitch analysis
s02_C_creak_C024,s02,C_creak,What is twenty percent of forty-three dollars?,What is 20% of $43?,large-v3,int8,59507.7,0,0,0,8,0.0,what is twenty percent of forty three dollars
s02_C_creak_C025,s02,C_creak,Turn the volume down a little.,Turn the volume down a little.,large-v3,int8,60123.8,0,0,0,6,0.0,turn the volume down a little
s02_C_creak_C026,s02,C_creak,Open the Praat documentation in Safari.,open the Pratt documentation in Safari.,large-v3,int8,61729.9,1,0,0,6,0.1667,open the [praat->pratt] documentation in safari
s02_C_creak_C027,s02,C_creak,Schedule a meeting for Friday afternoon.,scheduled a meeting for Friday afternoon.,large-v3,int8,62437.9,1,0,0,6,0.1667,[schedule->scheduled] a meeting for friday afternoon
s02_C_creak_C028,s02,C_creak,Is it going to rain this evening?,is it going to rain this evening,large-v3,int8,62016.1,0,0,0,7,0.0,is it going to rain this evening
s02_C_creak_C029,s02,C_creak,Play something quiet while I study.,Or play something quiet while I study.,large-v3,int8,61832.7,0,0,1,6,0.1667,[+or] play something quiet while i study
s02_C_creak_C030,s02,C_creak,Delete the last voice memo.,delete the last voice memo.,large-v3,int8,60241.2,0,0,0,5,0.0,delete the last voice memo
s02_C_creak_C031,s02,C_creak,What's the fastest way to Morningside Heights?,What's the fastest way to Morningside Heights?,large-v3,int8,62559.8,0,0,0,7,0.0,what's the fastest way to morningside heights
s02_C_creak_C032,s02,C_creak,Add a wisteria trellis to my shopping list.,add wisteria trellis to my shopping list.,large-v3,int8,63233.2,0,1,0,8,0.125,add [-a] wisteria trellis to my shopping list
s02_C_creak_C033,s02,C_creak,Tell me a joke about linguists.,Tell me a joke about linguists.,large-v3,int8,61053.7,0,0,0,6,0.0,tell me a joke about linguists
s02_C_creak_C034,s02,C_creak,Show me photos from Cape Cod.,Show me photos from Cape Cod.,large-v3,int8,59577.9,0,0,0,6,0.0,show me photos from cape cod
s02_C_creak_C035,s02,C_creak,How many days until September first?,how many days until September 1st.,large-v3,int8,58756.8,1,0,0,6,0.1667,how many days until september [first->onest]
s02_C_creak_C036,s02,C_creak,Turn on do not disturb until noon.,Turn on Do Not Disturb until noon.,large-v3,int8,59235.9,0,0,0,7,0.0,turn on do not disturb until noon
s02_C_creak_C037,s02,C_creak,Where is the nearest pharmacy?,Where is the nearest pharmacy?,large-v3,int8,57328.3,0,0,0,5,0.0,where is the nearest pharmacy
s02_C_creak_C038,s02,C_creak,Mail the lab about the annotation deadline.,to the lab about the annotation deadline.,large-v3,int8,59134.0,1,0,0,7,0.1429,[mail->to] the lab about the annotation deadline
s02_C_creak_C039,s02,C_creak,What's on my agenda this morning?,What's on my agenda this morning?,large-v3,int8,58782.1,0,0,0,6,0.0,what's on my agenda this morning
s02_C_creak_C040,s02,C_creak,Play white noise for thirty minutes.,Play white noise for 30 minutes.,large-v3,int8,58511.1,0,0,0,6,0.0,play white noise for thirty minutes
s02_C_creak_D001,s02,C_creak,The old bridge groaned under the weight of the truck.,Up the old bridge groaned under the weight of the truck.,large-v3,int8,61360.4,0,0,1,10,0.1,[+up] the old bridge groaned under the weight of the truck
s02_C_creak_D002,s02,C_creak,She poured the vinegar into a shallow glass dish.,She poured the vinegar into a shallow glass dish.,large-v3,int8,59306.9,0,0,0,9,0.0,she poured the vinegar into a shallow glass dish
s02_C_creak_D003,s02,C_creak,Seven zebras wandered across the dusty road.,Seven zebras wandered across the dusty road.,large-v3,int8,58918.2,0,0,0,7,0.0,seven zebras wandered across the dusty road
s02_C_creak_D004,s02,C_creak,My grandmother kept her thimbles in a wooden box.,My grandmother kept her thimbles in a wooden box.,large-v3,int8,60422.6,0,0,0,9,0.0,my grandmother kept her thimbles in a wooden box
s02_C_creak_D005,s02,C_creak,The judge asked for silence in the crowded room.,The judge asked for silence in the crowded room.,large-v3,int8,59632.7,0,0,0,9,0.0,the judge asked for silence in the crowded room
s02_C_creak_D006,s02,C_creak,Thick fog settled over the harbor before dawn.,And thick fog settled over the harbor before dawn.,large-v3,int8,59472.6,0,0,1,8,0.125,[+and] thick fog settled over the harbor before dawn
s02_C_creak_D007,s02,C_creak,He measured the flour twice and still got it wrong.,he measured the flower twice and still got it wrong.,large-v3,int8,59900.4,1,0,0,10,0.1,he measured the [flour->flower] twice and still got it wrong
s02_C_creak_D008,s02,C_creak,Purple thistles grew along the railway embankment.,Purple thistles grew along the railway embankment.,large-v3,int8,60075.3,0,0,0,7,0.0,purple thistles grew along the railway embankment
s02_C_creak_D009,s02,C_creak,The choir rehearsed the same passage eleven times.,The choir rehearsed the same passage 11 times.,large-v3,int8,59923.4,0,0,0,8,0.0,the choir rehearsed the same passage eleven times
s02_C_creak_D010,s02,C_creak,A single moth circled the porch light all evening.,A single moth circled the porch light all evening.,large-v3,int8,61067.0,0,0,0,9,0.0,a single moth circled the porch light all evening
s02_C_creak_D011,s02,C_creak,They shipped the equipment in reinforced crate.,They shipped the equipment in reinforced crates.,large-v3,int8,61110.4,1,0,0,7,0.1429,they shipped the equipment in reinforced [crate->crates]
s02_C_creak_D012,s02,C_creak,The tide pulled the small boat towards the rocks.,The tide pulled the small boat towards the rocks.,large-v3,int8,61416.9,0,0,0,9,0.0,the tide pulled the small boat towards the rocks
s02_C_creak_D013,s02,C_creak,Cinnamon and cloves filled the kitchen with warmth.,Cinnamon and cloves filled the kitchen with warmth.,large-v3,int8,61021.2,0,0,0,8,0.0,cinnamon and cloves filled the kitchen with warmth
s02_C_creak_D014,s02,C_creak,Nobody remembered who had locked the back door.,Nobody remembered who had locked the back door.,large-v3,int8,60917.6,0,0,0,8,0.0,nobody remembered who had locked the back door
s02_C_creak_D015,s02,C_creak,The librarian stamped each card with quiet precision.,The librarian stamped each card with quiet precision.,large-v3,int8,60775.0,0,0,0,8,0.0,the librarian stamped each card with quiet precision
s02_C_creak_D016,s02,C_creak,Wet leaves clogged the gutter above the window.,wet leaves clogged the gutter above the window.,large-v3,int8,62486.7,0,0,0,8,0.0,wet leaves clogged the gutter above the window
s02_C_creak_D017,s02,C_creak,I bought a secondhand bicycle for forty dollars.,I bought a second hand bicycle for $40.,large-v3,int8,61413.2,1,0,1,8,0.25,i bought a [+second] [secondhand->hand] bicycle for forty dollars
s02_C_creak_D018,s02,C_creak,The mountain village looked empty in the photograph.,the mountain village looked empty in the photograph.,large-v3,int8,59626.3,0,0,0,8,0.0,the mountain village looked empty in the photograph
s02_C_creak_D019,s02,C_creak,Three sparrows fought over a crust of bread.,Three sparrows fought over a crust of bread.,large-v3,int8,59709.9,0,0,0,8,0.0,three sparrows fought over a crust of bread
s02_C_creak_D020,s02,C_creak,His youngest brother plays trumpet in the marching band.,His youngest brother plays trumpet in the marching band.,large-v3,int8,59768.0,0,0,0,9,0.0,his youngest brother plays trumpet in the marching band
s02_C_creak_D021,s02,C_creak,"The recipe called for saffron, which we could not find.","The recipe called for saffron, which we could not find.",large-v3,int8,60521.6,0,0,0,10,0.0,the recipe called for saffron which we could not find
s02_C_creak_D022,s02,C_creak,Snow buried the fence posts by early January.,Snow buried the fence post by early January.,large-v3,int8,59382.4,1,0,0,8,0.125,snow buried the fence [posts->post] by early january
s02_C_creak_D023,s02,C_creak,She wrote the whole essay on a borrowed laptop.,she wrote the whole essay on a borrowed laptop.,large-v3,int8,59537.9,0,0,0,9,0.0,she wrote the whole essay on a borrowed laptop
s02_C_creak_D024,s02,C_creak,The engine coughed once and then went silent.,the engine coughed once and then went silent,large-v3,int8,59406.1,0,0,0,8,0.0,the engine coughed once and then went silent
s02_C_creak_D025,s02,C_creak,Amber light spilled across the polished floorboards.,"Um, amber light spilled across the polished floorboards.",large-v3,int8,61145.7,0,0,1,7,0.1429,[+um] amber light spilled across the polished floorboards
s02_C_creak_D026,s02,C_creak,We watched the storm move east across the valley.,We watched the storm move east across the valley.,large-v3,int8,60997.9,0,0,0,9,0.0,we watched the storm move east across the valley
s02_C_creak_D027,s02,C_creak,Int the tailor pinned the hem with practiced fingers.,And the tailor pinned the hem with practice fingers.,large-v3,int8,60682.5,2,0,0,9,0.2222,[int->and] the tailor pinned the hem with [practiced->practice] fingers
s02_C_creak_D028,s02,C_creak,Salt crusted the windows of the beach house.,Salt crusted the windows of the beach house.,large-v3,int8,60349.4,0,0,0,8,0.0,salt crusted the windows of the beach house
s02_C_creak_D029,s02,C_creak,Their apartment smelled faintly of turpentine.,Their apartment smelled faintly of turpentine.,large-v3,int8,60783.8,0,0,0,6,0.0,their apartment smelled faintly of turpentine
s02_C_creak_D030,s02,C_creak,A heron stood motionless at the edge of the pond.,a heron stood motionless at the edge of the pond,large-v3,int8,61838.9,0,0,0,10,0.0,a heron stood motionless at the edge of the pond
s02_C_creak_D031,s02,C_creak,The clock in the hallway runs about four minutes fast.,The clock in the hallway runs about four minutes fast.,large-v3,int8,60453.4,0,0,0,10,0.0,the clock in the hallway runs about four minutes fast
s02_C_creak_D032,s02,C_creak,He folded the newspaper and set it on the table.,He folded the newspaper and set it on the table.,large-v3,int8,60736.2,0,0,0,10,0.0,he folded the newspaper and set it on the table
s02_C_creak_D033,s02,C_creak,Bright green algae covered the surface of the water.,bright green algae covered the surface of the water.,large-v3,int8,60138.8,0,0,0,9,0.0,bright green algae covered the surface of the water
s02_C_creak_D034,s02,C_creak,The children traded stickers during the long bus ride.,"See, the children traded stickers during the long bus ride.",large-v3,int8,60897.3,0,0,1,9,0.1111,[+see] the children traded stickers during the long bus ride
s02_C_creak_D035,s02,C_creak,Rain hammered the tin roof for most of the night.,rain hammered the tin roof for most of the night.,large-v3,int8,61876.8,0,0,0,10,0.0,rain hammered the tin roof for most of the night
s02_C_creak_F001,s02,C_creak,"I don't really know what she was thinking, honestly.","I don't really know what she was thinking, honestly.",large-v3,int8,62664.1,0,0,0,9,0.0,i don't really know what she was thinking honestly
s02_C_creak_F002,s02,C_creak,"We ended up walking the whole way home, anyway.",We ended up walking the whole way home anyway.,large-v3,int8,61194.9,0,0,0,9,0.0,we ended up walking the whole way home anyway
s02_C_creak_F003,s02,C_creak,It was one of those afternoons where nothing happened at all.,It was one of those afternoons where nothing happened at all.,large-v3,int8,62608.4,0,0,0,11,0.0,it was one of those afternoons where nothing happened at all
s02_C_creak_F004,s02,C_creak,"He said that he'd call back, but he never really did.","He said that he'd call back, but he never really did.",large-v3,int8,62386.3,0,0,0,11,0.0,he said that he'd call back but he never really did
s02_C_creak_F005,s02,C_creak,"The whole thing fell apart before anyone noticed, apparently.",The whole thing fell apart before anyone noticed apparently.,large-v3,int8,61290.0,0,0,0,9,0.0,the whole thing fell apart before anyone noticed apparently
s02_C_creak_F006,s02,C_creak,I guess that's just how it goes sometimes.,I guess that's just how it goes sometimes.,large-v3,int8,61445.2,0,0,0,8,0.0,i guess that's just how it goes sometimes
s02_C_creak_F007,s02,C_creak,She left the party early and nobody said anything.,she left the party early and nobody said anything,large-v3,int8,61219.9,0,0,0,9,0.0,she left the party early and nobody said anything
s02_C_creak_F008,s02,C_creak,"It's not that I mind, it's just kind of strange.",It's not that I mind. It's just kind of strange.,large-v3,int8,62071.2,0,0,0,10,0.0,it's not that i mind it's just kind of strange
s02_C_creak_F009,s02,C_creak,They moved out to Oregon a couple years ago.,they moved out to Oregon a couple of years ago.,large-v3,int8,59404.9,0,0,1,9,0.1111,they moved out to oregon a couple [+of] years ago
s02_C_creak_F010,s02,C_creak,"Nothing about that story adds up, if you think about it.",Sometimes nothing about that story adds up if you think about it.,large-v3,int8,60105.0,0,0,1,11,0.0909,[+sometimes] nothing about that story adds up if you think about it
s02_C_creak_F011,s02,C_creak,I've been meaning to write back for a while now.,I've been meaning to write back for a while now.,large-v3,int8,59600.7,0,0,0,10,0.0,i've been meaning to write back for a while now
s02_C_creak_F012,s02,C_creak,We sat in the car for maybe 20 minutes.,We sat in the car for maybe 20 minutes.,large-v3,int8,59358.9,0,0,0,9,0.0,we sat in the car for maybe twenty minutes
s02_C_creak_F013,s02,C_creak,He's been doing that same job for eleven years.,he's been doing that same job for 11 years.,large-v3,int8,59737.6,0,0,0,9,0.0,he's been doing that same job for eleven years
s02_C_creak_F014,s02,C_creak,It rained the entire week we were on the island.,It rained the entire week. We were on the island.,large-v3,int8,61159.3,0,0,0,10,0.0,it rained the entire week we were on the island
s02_C_creak_F015,s02,C_creak,"I never learned how to swim, which is embarrassing.","I never learned how to swim, which is embarrassing.",large-v3,int8,59379.1,0,0,0,9,0.0,i never learned how to swim which is embarrassing
s02_C_creak_F016,s02,C_creak,That's pretty much all anyone talked about afterward.,So that's pretty much all anyone talked about afterwards.,large-v3,int8,59719.5,1,0,1,8,0.25,[+so] that's pretty much all anyone talked about [afterward->afterwards]
s02_C_creak_F017,s02,C_creak,She kept apologizing even though it wasn't her fault.,she kept apologizing even though it wasn't her fault,large-v3,int8,60775.6,0,0,0,9,0.0,she kept apologizing even though it wasn't her fault
s02_C_creak_F018,s02,C_creak,"The apartment was smaller than we expected, obviously.",the apartment was smaller than we expected obviously,large-v3,int8,58919.7,0,0,0,8,0.0,the apartment was smaller than we expected obviously
s02_C_creak_F019,s02,C_creak,I think I left my keys somewhere in the stairwell.,I think I left my keys somewhere in the stairwell.,large-v3,int8,58728.2,0,0,0,10,0.0,i think i left my keys somewhere in the stairwell
s02_C_creak_F020,s02,C_creak,"It turned out fine, more or less, in the end.","it turned out fine, more or less, in the end.",large-v3,int8,59505.0,0,0,0,10,0.0,it turned out fine more or less in the end
s02_C_creak_F021,s02,C_creak,Nobody warned us about the traffic on the way in.,Nobody warned us about the traffic on the way in.,large-v3,int8,57427.1,0,0,0,10,0.0,nobody warned us about the traffic on the way in
s02_C_creak_F022,s02,C_creak,He mentioned it once and then never brought it up again.,He mentioned it once and then never brought it up again.,large-v3,int8,54915.7,0,0,0,11,0.0,he mentioned it once and then never brought it up again
s02_C_creak_F023,s02,C_creak,We were both too tired to argue about it anymore.,We were both too tired to argue about it anymore.,large-v3,int8,53829.8,0,0,0,10,0.0,we were both too tired to argue about it anymore
s02_C_creak_F024,s02,C_creak,I've been putting that conversation off for months.,And I've been putting that conversation off for months.,large-v3,int8,48288.3,0,0,1,8,0.125,[+and] i've been putting that conversation off for months
s02_C_creak_F025,s02,C_creak,It felt like the longest week of the entire summer.,it felt like the longest week of the entire summer.,large-v3,int8,45409.3,0,0,0,10,0.0,it felt like the longest week of the entire summer
